iter	Logloss
0	0.6573011818
1	0.6322500192
2	0.6083698855
3	0.5870967315
4	0.5635909761
5	0.5427306242
6	0.524831568
7	0.5054679265
8	0.4884178794
9	0.4700489048
10	0.4531379291
11	0.4404299545
12	0.4287293468
13	0.4142099784
14	0.400982414
15	0.3880538524
16	0.3731050365
17	0.3639491833
18	0.3515875529
19	0.3423098146
20	0.3353826698
21	0.3274126
22	0.3192353375
23	0.309270624
24	0.3022976621
25	0.2946931093
26	0.2882743234
27	0.282451644
28	0.2764898519
29	0.2707354602
30	0.2650918549
31	0.2604205376
32	0.2557784244
33	0.251272522
34	0.2462872595
35	0.2406391697
36	0.2366405887
37	0.2325220131
38	0.2284568398
39	0.2243957315
40	0.2205629771
41	0.2171844031
42	0.2136277423
43	0.2096660753
44	0.2054287597
45	0.2022500484
46	0.1994865247
47	0.1959824583
48	0.1927582554
49	0.1900485517
50	0.1881191744
51	0.1855558042
52	0.183020122
53	0.1805477886
54	0.178024896
55	0.1757350225
56	0.1727722467
57	0.169923657
58	0.1677314091
59	0.1651890232
60	0.163140778
61	0.160855885
62	0.158311829
63	0.1561159906
64	0.1540710678
65	0.1522228177
66	0.1500138018
67	0.1482180687
68	0.1464185743
69	0.1446310013
70	0.1426362579
71	0.1409531406
72	0.1393182043
73	0.1384210356
74	0.1366739054
75	0.1349840768
76	0.1334157423
77	0.1318619794
78	0.1304316975
79	0.129052936
80	0.1275622495
81	0.1261363032
82	0.1247525813
83	0.1232424778
84	0.1219809949
85	0.1204950173
86	0.1192656846
87	0.1174782715
88	0.1161728809
89	0.1148766318
90	0.1138147026
91	0.1126082643
92	0.111236988
93	0.1099699559
94	0.1087549521
95	0.1079937093
96	0.1068796291
97	0.1056049464
98	0.1045883471
99	0.1035561381
100	0.1026081327
101	0.1016417698
102	0.1005895484
103	0.09966780487
104	0.0987351049
105	0.09794174966
106	0.0970783949
107	0.09621947254
108	0.09513282039
109	0.09413145536
110	0.09326608072
111	0.09236538263
112	0.09153672623
113	0.09046049071
114	0.08959681317
115	0.08867266538
116	0.08793974028
117	0.08713198474
118	0.08637009171
119	0.08572662337
120	0.08502502609
121	0.08419162903
122	0.08343689899
123	0.08265695193
124	0.08153442256
125	0.08072226534
126	0.07980999111
127	0.07907297451
128	0.07843379772
129	0.07778976021
130	0.07713335723
131	0.0765527661
132	0.07599342727
133	0.07517669647
134	0.07457796684
135	0.07402438368
136	0.07327885629
137	0.07262319126
138	0.07198365092
139	0.07137847593
140	0.07086583435
141	0.07013566124
142	0.06964819593
143	0.06906205673
144	0.06849831955
145	0.06793357522
146	0.0674427943
147	0.06693818945
148	0.06645548484
149	0.06600700118
150	0.0654710961
151	0.06493325387
152	0.06450363327
153	0.06393957501
154	0.06339739814
155	0.06260149646
156	0.06215078803
157	0.06170253175
158	0.06123186554
159	0.06079708732
160	0.06035315426
161	0.05994379041
162	0.05945476896
163	0.05909905839
164	0.05867863254
165	0.05815208705
166	0.05774402645
167	0.05736890027
168	0.05697506147
169	0.05657828473
170	0.05620082612
171	0.05583363629
172	0.05543399727
173	0.05506660816
174	0.05469084007
175	0.05413122307
176	0.05376704515
177	0.05334005835
178	0.05301949578
179	0.05267069799
180	0.05233956569
181	0.05204259832
182	0.05171627601
183	0.05140098213
184	0.05108171476
185	0.05078501072
186	0.05043009111
187	0.05013316516
188	0.04985141708
189	0.0494800427
190	0.04919101834
191	0.04883186051
192	0.04851748438
193	0.04821467495
194	0.04790944524
195	0.04762035459
196	0.04732267459
197	0.04696139235
198	0.04668667066
199	0.04643291833
200	0.04612398842
201	0.04588683788
202	0.0456311897
203	0.0453630061
204	0.04512030262
205	0.04487205997
206	0.04460753497
207	0.0443671299
208	0.0441081269
209	0.04387240228
210	0.0435357621
211	0.04331004591
212	0.04307796826
213	0.0428100671
214	0.04257261517
215	0.04234267949
216	0.04210124185
217	0.04188209159
218	0.04166281397
219	0.04140637377
220	0.04110333256
221	0.04088033221
222	0.04067174168
223	0.04044438006
224	0.04026663836
225	0.04003578693
226	0.03983603176
227	0.03964866996
228	0.0394693854
229	0.03927213084
230	0.03904093372
231	0.03877413919
232	0.03859146531
233	0.03840711503
234	0.03821040771
235	0.03800934891
236	0.03780911057
237	0.03762839318
238	0.03730206217
239	0.03711987813
240	0.03694993782
241	0.03676406771
242	0.03660039539
243	0.03642206235
244	0.03620355888
245	0.03604280249
246	0.03588860835
247	0.03569959806
248	0.03545279401
249	0.0352932493
