iter	Logloss
311	0.2010135968
312	0.2006549649
313	0.2003287132
314	0.1999952743
315	0.1996775707
316	0.1995479672
317	0.1991236591
318	0.1989028871
319	0.1985351498
320	0.1982340431
321	0.1978690934
322	0.1974998436
323	0.1968035964
324	0.1964349907
325	0.1961615907
326	0.1955608895
327	0.1952074674
328	0.1950339081
329	0.1948458318
330	0.1946278865
331	0.1941846206
332	0.1938045205
333	0.1935413676
334	0.1930988916
335	0.1926536591
336	0.1924293797
337	0.1919946066
338	0.1915917232
339	0.1911721852
340	0.1906853732
341	0.1902568039
342	0.1896205742
343	0.189340441
344	0.1890277239
345	0.1889303728
346	0.1884256155
347	0.1880008932
348	0.1877912391
349	0.1873527915
350	0.1869061178
351	0.18647496
352	0.1862783235
353	0.1858455432
354	0.1854538787
355	0.1850134059
356	0.1847143831
357	0.1843788476
358	0.1840021041
359	0.1837409972
360	0.1834464484
361	0.1833455056
362	0.1827722971
363	0.1825636699
364	0.1822519208
365	0.1820577199
366	0.1817409955
367	0.1814759297
368	0.1811192143
369	0.1809466567
370	0.1806340262
371	0.1803998858
372	0.1800237673
373	0.179781088
374	0.1795254679
375	0.1792041132
376	0.1789453082
377	0.1786156704
378	0.1783354501
379	0.1777241706
380	0.1772809028
381	0.1768963951
382	0.1765814474
383	0.1764089248
384	0.1760782146
385	0.175950003
386	0.175592436
387	0.1755197763
388	0.1751663346
389	0.1747691718
390	0.1745213849
391	0.1741837389
392	0.1739377078
393	0.1735142578
394	0.1732913618
395	0.17314256
396	0.1728085809
397	0.1724733528
398	0.1720502641
399	0.1719746246
400	0.1717906497
401	0.1715414389
402	0.1713515695
403	0.1709969876
404	0.1707372717
405	0.1705773263
406	0.1702291227
407	0.1698894917
408	0.1695582739
409	0.1692522396
410	0.1689475333
411	0.1685264791
412	0.1682034828
413	0.1678701085
414	0.1677427664
415	0.1674235561
416	0.1671433665
417	0.1669740856
418	0.1667524675
419	0.1665207167
420	0.1661716507
421	0.1658456971
422	0.165372732
423	0.1650298744
424	0.1646714511
425	0.1643984584
426	0.1642086786
427	0.16404977
428	0.1637947714
429	0.1635049955
430	0.1632013032
431	0.1630152741
432	0.1626149909
433	0.1624774756
434	0.1622204672
435	0.1619114779
436	0.1615800616
437	0.1612185136
438	0.1610943993
439	0.1608734659
440	0.160628667
441	0.1602468841
442	0.1598657966
443	0.1596787429
444	0.1595344185
445	0.1593768528
446	0.1592648805
447	0.1589701568
448	0.1587466733
449	0.1583071527
450	0.1581158619
451	0.1578264171
452	0.1576434907
453	0.1573633544
454	0.1571829319
455	0.1570079773
456	0.1568136461
457	0.1567364208
458	0.1562597334
459	0.1560568163
460	0.155818259
461	0.1556310891
462	0.1554802917
463	0.1552615399
464	0.1548162955
465	0.1546212649
